* Generated by rew_pipeline.py (source UUID 6c5ff0b0-8c32-4d9a-87d3-d1c755ad89b3, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: LR.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Vector average of L.filtered.120.green.multipos.fdw6, R.filtered.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
17889.038086 66.584 56.1801
17889.221191 66.790 55.1635
17889.404297 66.907 53.7731
17889.587402 66.907 52.7570
17889.770508 66.852 52.6649
17889.953613 66.843 53.3943
17890.136719 66.923 54.2459
17890.319824 67.037 54.5774
17890.502930 67.099 54.3370
17890.686035 67.080 53.9297
17890.869141 67.035 53.7171
17891.052246 67.041 53.6492
17891.235352 67.129 53.3677
17891.418457 67.255 52.6620
17891.601562 67.357 51.7489
17891.784668 67.415 51.0870
17891.967773 67.459 50.9835
17892.150879 67.533 51.3425
17892.333984 67.644 51.7850
17892.517090 67.755 52.0024
17892.700195 67.823 51.9636
17892.883301 67.837 51.8132
17893.066406 67.814 51.6670
17893.249512 67.780 51.5358
17893.432617 67.748 51.4124
17893.615723 67.724 51.3644
17893.798828 67.726 51.4779
17893.981934 67.777 51.7108
17894.165039 67.879 51.8502
17894.348145 68.001 51.6857
17894.531250 68.093 51.2110
17894.714355 68.125 50.6433
17894.897461 68.108 50.2410
17895.080566 68.083 50.0987
17895.263672 68.087 50.0892
17895.446777 68.125 50.0110
17895.629883 68.179 49.7782
17895.812988 68.235 49.4507
17895.996094 68.292 49.1057
17896.179199 68.352 48.7291
17896.362305 68.406 48.2549
17896.545410 68.435 47.6931
17896.728516 68.431 47.1829
17896.911621 68.414 46.8847
17897.094727 68.421 46.8095
17897.277832 68.483 46.7557
17897.460938 68.587 46.4652
17897.644043 68.692 45.8485
17897.827148 68.757 45.0615
17898.010254 68.769 44.3747
17898.193359 68.748 43.9793
17898.376465 68.728 43.8658
17898.559570 68.731 43.8580
17898.742676 68.758 43.7532
17898.925781 68.801 43.4435
17899.108887 68.851 42.9336
17899.291992 68.907 42.2867
17899.475098 68.970 41.5747
17899.658203 69.038 40.8568
17899.841309 69.105 40.1786
17900.024414 69.160 39.5675
17900.207520 69.191 39.0409
17900.390625 69.187 38.6186
17900.573730 69.148 38.3301
17900.756836 69.088 38.1784
17900.939941 69.034 38.0851
17901.123047 69.004 37.8761
17901.306152 69.000 37.3743
17901.489258 69.000 36.5459
17901.672363 68.983 35.5684
17901.855469 68.948 34.7381
17902.038574 68.924 34.2634
17902.221680 68.943 34.0902
17902.404785 69.011 33.9197
17902.587891 69.093 33.4478
17902.770996 69.130 32.6061
17902.954102 69.085 31.6004
17903.137207 68.966 30.7453
17903.320312 68.825 30.2407
17903.503418 68.725 30.0211
17903.686523 68.696 29.8110
17903.869629 68.726 29.3543
17904.052734 68.768 28.6129
17904.235840 68.784 27.7600
17904.418945 68.757 27.0307
17904.602051 68.691 26.5776
17904.785156 68.598 26.4211
17904.968262 68.491 26.4963
17905.151367 68.381 26.7183
17905.334473 68.284 26.9980
17905.517578 68.220 27.2016
17905.700684 68.200 27.1414
17905.883789 68.212 26.6522
17906.066895 68.221 25.7198
17906.250000 68.193 24.5400
17906.433105 68.112 23.4586
17906.616211 67.996 22.8062
17906.799316 67.889 22.7101
17906.982422 67.836 22.9904
17907.165527 67.840 23.2710
17907.348633 67.866 23.2575
17907.531738 67.861 22.9421
17907.714844 67.801 22.5648
17907.897949 67.706 22.3846
17908.081055 67.625 22.4359
17908.264160 67.590 22.4564
17908.447266 67.587 22.0999
17908.630371 67.559 21.2551
17908.813477 67.455 20.1754
17908.996582 67.269 19.3187
17909.179688 67.055 19.0391
17909.362793 66.888 19.3113
17909.545898 66.807 19.7449
17909.729004 66.784 19.9548
17909.912109 66.758 19.9295
17910.095215 66.702 19.9947
17910.278320 66.649 20.4361
17910.461426 66.658 21.1286
17910.644531 66.745 21.5577
17910.827637 66.847 21.2902
17911.010742 66.872 20.3862
17911.193848 66.771 19.3583
17911.376953 66.578 18.7900
17911.560059 66.383 18.9085
17911.743164 66.269 19.3850
17911.926270 66.241 19.6409
17912.109375 66.232 19.3968
17912.292480 66.178 18.8625
17912.475586 66.076 18.4324
17912.658691 65.964 18.2809
17912.841797 65.873 18.2337
17913.024902 65.785 18.0477
17913.208008 65.649 17.7871
17913.391113 65.450 17.8585
17913.574219 65.245 18.6405
17913.757324 65.133 20.0048
17913.940430 65.158 21.2602
17914.123535 65.257 21.7385
17914.306641 65.319 21.3803
17914.489746 65.275 20.6783
17914.672852 65.140 20.2215
17914.855957 64.984 20.2660
17915.039062 64.870 20.6208
17915.222168 64.803 20.9244
17915.405273 64.741 21.0364
17915.588379 64.652 21.1123
17915.771484 64.540 21.3651
17915.954590 64.431 21.8249
17916.137695 64.337 22.3401
17916.320801 64.247 22.7725
17916.503906 64.148 23.1251
17916.687012 64.044 23.4709
17916.870117 63.954 23.8133
17917.053223 63.888 24.0892
17917.236328 63.839 24.3009
17917.419434 63.799 24.5878
17917.602539 63.779 25.0945
17917.785645 63.797 25.7966
17917.968750 63.843 26.5099
17918.151855 63.876 27.1313
17918.334961 63.857 27.7986
17918.518066 63.796 28.7475
17918.701172 63.745 29.9672
17918.884277 63.743 31.0498
17919.067383 63.763 31.5207
17919.250488 63.726 31.3532
17919.433594 63.587 31.0897
17919.616699 63.389 31.4495
17919.799805 63.254 32.7071
17919.982910 63.283 34.3246
17920.166016 63.449 35.4218
17920.349121 63.625 35.6512
17920.532227 63.703 35.4238
17920.715332 63.678 35.4059
17920.898438 63.632 35.9255
17921.081543 63.655 36.7026
17921.264648 63.760 37.1696
17921.447754 63.893 37.0568
17921.630859 63.995 36.5915
17921.813965 64.061 36.1995
17921.997070 64.117 36.1338
17922.180176 64.190 36.3588
17922.363281 64.273 36.7254
17922.546387 64.344 37.1754
17922.729492 64.399 37.7204
17922.912598 64.453 38.2758
17923.095703 64.514 38.6077
17923.278809 64.561 38.5282
17923.461914 64.563 38.1130
17923.645020 64.512 37.6971
17923.828125 64.450 37.6136
17924.011230 64.437 37.9003
17924.194336 64.504 38.2392
17924.377441 64.615 38.2539
17924.560547 64.696 37.8550
17924.743652 64.689 37.3001
17924.926758 64.588 36.9859
17925.109863 64.443 37.1807
17925.292969 64.330 37.8423
17925.476074 64.306 38.6175
17925.659180 64.377 39.0562
17925.842285 64.499 38.8883
17926.025391 64.606 38.1765
17926.208496 64.646 37.2776
17926.391602 64.600 36.6955
17926.574707 64.502 36.8514
17926.757812 64.421 37.8327
17926.940918 64.417 39.2552
17927.124023 64.489 40.4898
17927.307129 64.571 41.1329
17927.490234 64.590 41.2762
17927.673340 64.523 41.3639
17927.856445 64.415 41.8359
17928.039551 64.352 42.7802
17928.222656 64.397 43.8335
17928.405762 64.539 44.4796
17928.588867 64.704 44.4906
17928.771973 64.817 44.0864
17928.955078 64.853 43.7443
17929.138184 64.851 43.8806
17929.321289 64.885 44.5548
17929.504395 65.013 45.3934
17929.687500 65.224 45.8622
17929.870605 65.449 45.7049
17930.053711 65.617 45.1061
17930.236816 65.704 44.4925
17930.419922 65.746 44.1769
17930.603027 65.794 44.1126
17930.786133 65.868 43.9585
17930.969238 65.937 43.4442
17931.152344 65.956 42.6567
17931.335449 65.923 41.9504
17931.518555 65.895 41.5761
17931.701660 65.936 41.3755
17931.884766 66.049 40.9203
17932.067871 66.162 40.0158
17932.250977 66.199 38.9968
17932.434082 66.157 38.4704
17932.617188 66.119 38.7284
17932.800293 66.180 39.2978
17932.983398 66.328 39.2455
17933.166504 66.444 38.0727
17933.349609 66.406 36.1593
17933.532715 66.198 34.4193
17933.715820 65.930 33.6113
17933.898926 65.770 33.6730
17934.082031 65.793 33.6914
17934.265137 65.909 32.8549
17934.448242 65.964 31.2674
17934.631348 65.882 29.7211
17934.814453 65.714 28.9305
17934.997559 65.572 28.9020
17935.180664 65.513 28.9225
17935.363770 65.479 28.3243
17935.546875 65.373 27.1504
17935.729980 65.167 26.0089
17935.913086 64.933 25.4211
17936.096191 64.774 25.3000
17936.279297 64.714 25.0735
17936.462402 64.677 24.3919
17936.645508 64.568 23.5383
17936.828613 64.368 23.1149
17937.011719 64.141 23.4360
17937.194824 63.954 24.2128
17937.377930 63.799 24.9016
17937.561035 63.612 25.3314
17937.744141 63.362 25.8234
17937.927246 63.099 26.6831
17938.110352 62.894 27.7056
17938.293457 62.744 28.3422
17938.476562 62.553 28.4421
17938.659668 62.242 28.6066
17938.842773 61.851 29.7449
17939.025879 61.541 32.1538
17939.208984 61.448 34.9551
17939.392090 61.519 36.9067
17939.575195 61.577 37.7552
17939.758301 61.520 38.2968
17939.941406 61.398 39.4171
17940.124512 61.342 41.2073
17940.307617 61.404 42.9408
17940.490723 61.494 44.0439
17940.673828 61.492 44.8136
17940.856934 61.383 46.0784
17941.040039 61.275 48.3177
17941.223145 61.296 51.0945
17941.406250 61.451 53.4800
17941.589355 61.642 55.0752
17941.772461 61.794 56.2469
17941.955566 61.933 57.4971
17942.138672 62.129 58.8386
17942.321777 62.397 59.8465
17942.504883 62.673 60.2421
17942.687988 62.879 60.2436
17942.871094 63.000 60.3181
17943.054199 63.077 60.7289
17943.237305 63.156 61.3485
17943.420410 63.235 61.9195
17943.603516 63.288 62.4530
17943.786621 63.323 63.2546
17943.969727 63.409 64.5212
17944.152832 63.628 65.9249
17944.335938 63.982 66.7659
17944.519043 64.376 66.6136
17944.702148 64.694 65.6811
17944.885254 64.885 64.5994
17945.068359 64.977 63.9769
17945.251465 65.053 64.0302
17945.434570 65.186 64.4786
17945.617676 65.390 64.8050
17945.800781 65.619 64.6885
17945.983887 65.817 64.1885
17946.166992 65.962 63.5945
17946.350098 66.074 63.1589
17946.533203 66.186 62.9118
17946.716309 66.317 62.6711
17946.899414 66.452 62.2226
17947.082520 66.557 61.5211
17947.265625 66.612 60.7280
17947.448730 66.632 60.0716
17947.631836 66.662 59.6329
17947.814941 66.743 59.2448
17947.998047 66.877 58.6215
17948.181152 67.025 57.6301
17948.364258 67.144 56.4137
17948.547363 67.219 55.2618
17948.730469 67.269 54.3619
17948.913574 67.316 53.6655
17949.096680 67.361 52.9968
17949.279785 67.380 52.2886
17949.462891 67.365 51.6689
17949.645996 67.344 51.2730
17949.829102 67.367 50.9740
17950.012207 67.446 50.3746
17950.195312 67.527 49.1798
17950.378418 67.529 47.5600
17950.561523 67.415 46.1231
17950.744629 67.239 45.5048
17950.927734 67.118 45.8171
17951.110840 67.145 46.3931
17951.293945 67.286 46.3149
17951.477051 67.416 45.2480
17951.660156 67.430 43.6184
17951.843262 67.317 42.1581
17952.026367 67.146 41.3628
17952.209473 67.008 41.1960
17952.392578 66.940 41.2392
17952.575684 66.912 41.1633
17952.758789 66.885 40.9680
17952.941895 66.853 40.7842
17953.125000 66.833 40.5731
17953.308105 66.824 40.1335
17953.491211 66.789 39.3869
17953.674316 66.696 38.5678
17953.857422 66.561 38.0598
17954.040527 66.447 38.0276
17954.223633 66.406 38.2130
17954.406738 66.427 38.1859
17954.589844 66.442 37.8060
17954.772949 66.403 37.3426
17954.956055 66.319 37.1658
17955.139160 66.238 37.3658
17955.322266 66.194 37.7028
17955.505371 66.167 37.9436
17955.688477 66.121 38.1834
17955.871582 66.064 38.7217
17956.054688 66.051 39.6349
17956.237793 66.119 40.5364
17956.420898 66.228 40.9082
17956.604004 66.284 40.6375
17956.787109 66.221 40.1261
17956.970215 66.056 39.9177
17957.153320 65.872 40.2324
17957.336426 65.751 40.7874
17957.519531 65.708 41.1219
17957.702637 65.710 41.0842
17957.885742 65.733 40.8842
17958.068848 65.792 40.7339
17958.251953 65.900 40.5737
17958.435059 66.019 40.2382
17958.618164 66.080 39.8101
17958.801270 66.049 39.6861
17958.984375 65.964 40.2150
17959.167480 65.914 41.2398
17959.350586 65.939 42.0778
17959.533691 65.984 42.1520
17959.716797 65.965 41.5578
17959.899902 65.866 40.9237
17960.083008 65.768 40.7692
17960.266113 65.777 40.9464
17960.449219 65.901 40.7860
17960.632324 66.026 39.9174
17960.815430 66.024 38.7661
17960.998535 65.867 38.2412
17961.181641 65.661 38.9927
17961.364746 65.572 40.6943
17961.547852 65.662 42.1377
17961.730957 65.823 42.3809
17961.914062 65.905 41.5540
17962.097168 65.855 40.5004
17962.280273 65.734 40.0095
17962.463379 65.659 40.2465
17962.646484 65.695 40.7357
17962.829590 65.805 40.9310
17963.012695 65.907 40.7331
17963.195801 65.953 40.4123
17963.378906 65.951 40.2249
17963.562012 65.936 40.1913
17963.745117 65.926 40.1839
17963.928223 65.922 40.1369
17964.111328 65.928 40.0854
17964.294434 65.957 40.0308
17964.477539 66.007 39.8632
17964.660645 66.045 39.5075
17964.843750 66.029 39.1034
17965.026855 65.954 38.9674
17965.209961 65.871 39.2896
17965.393066 65.853 39.8319
17965.576172 65.923 40.0078
17965.759277 66.027 39.3953
17965.942383 66.087 38.1281
17966.125488 66.071 36.7817
17966.308594 66.013 35.9417
17966.491699 65.984 35.7919
17966.674805 66.025 36.0325
17966.857910 66.103 36.2292
17967.041016 66.144 36.2396
17967.224121 66.097 36.2582
17967.407227 65.974 36.5428
17967.590332 65.828 37.1196
17967.773438 65.714 37.7287
17967.956543 65.652 38.0277
17968.139648 65.630 37.8504
17968.322754 65.632 37.2635
17968.505859 65.644 36.4673
17968.688965 65.654 35.6979
17968.872070 65.652 35.1983
17969.055176 65.639 35.1775
17969.238281 65.640 35.6876
17969.421387 65.687 36.5017
17969.604492 65.781 37.1750
17969.787598 65.882 37.3376
17969.970703 65.934 36.9506
17970.153809 65.908 36.3020
17970.336914 65.820 35.7762
17970.520020 65.722 35.6018
17970.703125 65.663 35.7289
17970.886230 65.657 35.9322
17971.069336 65.682 36.0145
17971.252441 65.702 35.9224
17971.435547 65.693 35.7087
17971.618652 65.646 35.4714
17971.801758 65.568 35.3320
17971.984863 65.489 35.4084
17972.167969 65.455 35.7084
17972.351074 65.505 36.0189
17972.534180 65.630 35.9925
17972.717285 65.765 35.4479
17972.900391 65.831 34.6010
17973.083496 65.795 33.9671
17973.266602 65.704 33.9873
17973.449707 65.652 34.5774
17973.632812 65.699 35.0347
17973.815918 65.797 34.5957
17973.999023 65.834 33.1399
17974.182129 65.735 31.2900
17974.365234 65.531 29.9696
17974.548340 65.349 29.7494
17974.731445 65.332 30.3245
17974.914551 65.497 30.7362
17975.097656 65.721 30.3364
17975.280762 65.859 29.3212
17975.463867 65.855 28.3683
17975.646973 65.762 27.9858
17975.830078 65.677 28.0681
17976.013184 65.641 28.0166
17976.196289 65.603 27.3787
17976.379395 65.485 26.3312
17976.562500 65.274 25.5151
17976.745605 65.042 25.4684
17976.928711 64.895 26.0954
17977.111816 64.868 26.7024
17977.294922 64.884 26.6876
17977.478027 64.833 26.0840
17977.661133 64.675 25.3836
17977.844238 64.459 24.9825
17978.027344 64.274 24.7721
17978.210449 64.153 24.2562
17978.393555 64.048 23.1490
17978.576660 63.890 21.7765
17978.759766 63.671 20.8774
17978.942871 63.470 20.9941
17979.125977 63.391 21.9335
17979.309082 63.447 22.8714
17979.492188 63.535 23.1746
17979.675293 63.528 22.9458
17979.858398 63.384 22.7718
17980.041504 63.170 23.0948
17980.224609 62.990 23.7484
17980.407715 62.883 24.0836
17980.590820 62.786 23.6704
17980.773926 62.608 22.7832
17980.957031 62.330 22.1790
17981.140137 62.032 22.4560
17981.323242 61.829 23.4559
17981.506348 61.750 24.3353
17981.689453 61.692 24.4232
17981.872559 61.520 23.8942
17982.055664 61.187 23.5627
17982.238770 60.783 24.1901
17982.421875 60.470 25.7458
17982.604980 60.333 27.3061
17982.788086 60.279 28.0219
17982.971191 60.142 28.0785
17983.154297 59.843 28.5354
17983.337402 59.468 30.4474
17983.520508 59.214 33.8263
17983.703613 59.189 37.3338
17983.886719 59.268 39.6075
17984.069824 59.233 40.6488
17984.252930 58.989 41.6083
17984.436035 58.640 43.7211
17984.619141 58.427 47.1893
17984.802246 58.506 50.7656
17984.985352 58.783 53.0702
17985.168457 59.043 54.0398
17985.351562 59.171 54.6702
17985.534668 59.208 55.9378
17985.717773 59.282 58.0243
17985.900879 59.471 60.2638
17986.083984 59.731 61.9364
17986.267090 59.975 62.9587
17986.450195 60.171 63.7410
17986.633301 60.360 64.6071
17986.816406 60.589 65.4949
17986.999512 60.846 66.1863
17987.182617 61.081 66.7279
17987.365723 61.265 67.4795
17987.548828 61.436 68.7143
17987.731934 61.658 70.2018
17987.915039 61.938 71.2807
17988.098145 62.204 71.4630
17988.281250 62.368 70.8608
17988.464355 62.407 70.0459
17988.647461 62.389 69.5692
17988.830566 62.421 69.5368
17989.013672 62.565 69.5707
17989.196777 62.784 69.2903
17989.379883 62.994 68.7698
17989.562988 63.144 68.4766
17989.746094 63.254 68.8208
17989.929199 63.383 69.7568
17990.112305 63.566 70.7852
17990.295410 63.770 71.3884
17990.478516 63.939 71.4286
17990.661621 64.052 71.1102
17990.844727 64.138 70.6770
17991.027832 64.242 70.1810
17991.210938 64.385 69.5301
17991.394043 64.549 68.6985
17991.577148 64.705 67.8457
17991.760254 64.843 67.1933
17991.943359 64.971 66.8215
17992.126465 65.096 66.5946
17992.309570 65.201 66.3148
17992.492676 65.259 65.9332
17992.675781 65.266 65.5963
17992.858887 65.257 65.4693
17993.041992 65.293 65.5023
17993.225098 65.409 65.3853
17993.408203 65.581 64.7966
17993.591309 65.740 63.7157
17993.774414 65.827 62.4799
17993.957520 65.826 61.5830
17994.140625 65.782 61.3606
17994.323730 65.764 61.7349
17994.506836 65.818 62.1978
17994.689941 65.923 62.1494
17994.873047 66.012 61.3195
17995.056152 66.024 59.9126
17995.239258 65.952 58.4298
17995.422363 65.848 57.3541
17995.605469 65.798 56.8318
17995.788574 65.863 56.5471
17995.971680 66.022 55.9822
17996.154785 66.185 54.8791
17996.337891 66.251 53.4528
17996.520996 66.176 52.2334
17996.704102 65.992 51.7419
17996.887207 65.791 52.1383
17997.070312 65.671 53.0342
17997.253418 65.658 53.7125
17997.436523 65.699 53.6750
17997.619629 65.721 52.9595
17997.802734 65.684 52.0028
17997.985840 65.606 51.2838
17998.168945 65.537 51.0233
17998.352051 65.515 51.0819
17998.535156 65.528 51.1404
17998.718262 65.521 51.0238
17998.901367 65.433 50.8851
17999.084473 65.253 51.1184
17999.267578 65.044 52.0415
17999.450684 64.913 53.4952
17999.633789 64.930 54.7082
17999.816895 65.049 54.8065
18000.000000 65.141 53.5387
18000.183105 65.091 51.4751
18000.366211 64.873 49.6617
18000.549316 64.581 49.0657
18000.732422 64.388 49.8975
18000.915527 64.416 51.2795
18001.098633 64.605 52.0169
18001.281738 64.775 51.7800
18001.464844 64.797 51.2333
18001.647949 64.686 51.2921
18001.831055 64.572 52.2792
18002.014160 64.574 53.5334
18002.197266 64.663 54.0391
18002.380371 64.703 53.5004
18002.563477 64.601 52.5710
18002.746582 64.393 52.2028
18002.929688 64.233 52.7836
18003.112793 64.253 53.6685
18003.295898 64.423 53.8238
18003.479004 64.585 52.9630
18003.662109 64.616 51.7600
18003.845215 64.518 51.1768
18004.028320 64.399 51.6859
18004.211426 64.369 52.8802
18004.394531 64.430 53.9140
18004.577637 64.486 54.3792
18004.760742 64.462 54.5422
18004.943848 64.375 54.8365
18005.126953 64.296 55.3031
18005.310059 64.265 55.5591
18005.493164 64.249 55.2990
18005.676270 64.199 54.7004
18005.859375 64.118 54.2377
18006.042480 64.068 54.1691
18006.225586 64.099 54.2555
18006.408691 64.180 54.1027
18006.591797 64.224 53.7301
18006.774902 64.189 53.6538
18006.958008 64.126 54.3652
18007.141113 64.147 55.6886
18007.324219 64.288 56.7493
18007.507324 64.455 56.8234
18007.690430 64.512 56.0570
18007.873535 64.405 55.2802
18008.056641 64.211 55.3052
18008.239746 64.079 56.2195
18008.422852 64.095 57.2629
18008.605957 64.196 57.6417
18008.789062 64.248 57.3852
18008.972168 64.189 57.2301
18009.155273 64.081 57.8896
18009.338379 64.050 59.3525
18009.521484 64.162 60.8321
18009.704590 64.353 61.5517
18009.887695 64.502 61.4537
18010.070801 64.550 61.0600
18010.253906 64.525 60.9062
18010.437012 64.500 61.1234
18010.620117 64.519 61.4406
18010.803223 64.571 61.5540
18010.986328 64.617 61.4427
18011.169434 64.639 61.3247
18011.352539 64.657 61.3896
18011.535645 64.701 61.6305
18011.718750 64.778 61.9021
18011.901855 64.874 62.1122
18012.084961 64.968 62.3046
18012.268066 65.056 62.5855
18012.451172 65.150 62.9930
18012.634277 65.259 63.4495
18012.817383 65.383 63.7991
18013.000488 65.507 63.8867
18013.183594 65.607 63.6278
18013.366699 65.654 63.0670
18013.549805 65.633 62.4050
18013.732910 65.555 61.9447
18013.916016 65.470 61.9277
18014.099121 65.445 62.3256
18014.282227 65.519 62.7972
18014.465332 65.667 62.9458
18014.648438 65.822 62.6718
18014.831543 65.929 62.2381
18015.014648 65.986 62.0254
18015.197754 66.038 62.1892
18015.380859 66.130 62.5001
18015.563965 66.260 62.5239
18015.747070 66.377 62.0054
18015.930176 66.420 61.0636
18016.113281 66.366 60.0823
18016.296387 66.239 59.4569
18016.479492 66.094 59.3809
18016.662598 65.984 59.7669
18016.845703 65.938 60.3317
18017.028809 65.945 60.7747
18017.211914 65.977 60.9103
18017.395020 66.002 60.7140
18017.578125 66.002 60.2870
18017.761230 65.983 59.7806
18017.944336 65.968 59.2860
18018.127441 65.982 58.7718
18018.310547 66.023 58.1455
18018.493652 66.066 57.4288
18018.676758 66.080 56.8612
18018.859863 66.072 56.7922
18019.042969 66.090 57.3842
18019.226074 66.189 58.3620
18019.409180 66.370 59.1318
18019.592285 66.563 59.2486
18019.775391 66.684 58.7417
18019.958496 66.693 57.9985
18020.141602 66.617 57.4219
18020.324707 66.513 57.1462
18020.507812 66.424 57.0265
18020.690918 66.352 56.8887
18020.874023 66.279 56.7655
18021.057129 66.209 56.8239
18021.240234 66.173 57.0883
18021.423340 66.192 57.3006
18021.606445 66.236 57.1551
18021.789551 66.247 56.6529
18021.972656 66.197 56.1590
18022.155762 66.125 56.0812
18022.338867 66.115 56.4457
18022.521973 66.215 56.7937
18022.705078 66.385 56.6118
18022.888184 66.531 55.8468
18023.071289 66.588 54.9219
18023.254395 66.564 54.3489
18023.437500 66.517 54.3106
18023.620605 66.496 54.5463
18023.803711 66.496 54.6475
18023.986816 66.472 54.4743
18024.169922 66.397 54.2379
18024.353027 66.295 54.2350
18024.536133 66.226 54.5288
18024.719238 66.232 54.8785
18024.902344 66.307 54.9596
18025.085449 66.410 54.6106
18025.268555 66.496 53.8640
18025.451660 66.528 52.8472
18025.634766 66.480 51.7540
18025.817871 66.343 50.8868
18026.000977 66.148 50.6209
18026.184082 65.979 51.1438
18026.367188 65.937 52.1228
18026.550293 66.044 52.7715
18026.733398 66.211 52.5169
18026.916504 66.306 51.5358
18027.099609 66.267 50.6119
18027.282715 66.145 50.5364
18027.465820 66.074 51.4357
18027.648926 66.143 52.5233
18027.832031 66.299 52.7949
18028.015137 66.394 51.9892
18028.198242 66.323 50.7082
18028.381348 66.103 49.8567
18028.564453 65.854 49.9745
18028.747559 65.714 50.8161
18028.930664 65.727 51.5999
18029.113770 65.818 51.8159
18029.296875 65.900 51.6074
18029.479980 65.945 51.4142
18029.663086 65.987 51.4455
18029.846191 66.052 51.5230
18030.029297 66.121 51.3680
18030.212402 66.147 50.9620
18030.395508 66.113 50.5652
18030.578613 66.046 50.4393
18030.761719 65.998 50.5858
18030.944824 65.995 50.7695
18031.127930 66.017 50.7939
18031.311035 66.033 50.6921
18031.494141 66.033 50.6335
18031.677246 66.031 50.6921
18031.860352 66.042 50.7600
18032.043457 66.058 50.6746
18032.226562 66.057 50.3996
18032.409668 66.030 50.0322
18032.592773 65.990 49.6754
18032.775879 65.950 49.3440
18032.958984 65.912 49.0319
18033.142090 65.869 48.8254
18033.325195 65.827 48.8840
18033.508301 65.816 49.2473
18033.691406 65.857 49.6869
18033.874512 65.930 49.8407
18034.057617 65.973 49.5485
18034.240723 65.930 49.0312
18034.423828 65.798 48.7306
18034.606934 65.639 48.9556
18034.790039 65.536 49.5862
18034.973145 65.525 50.1445
18035.156250 65.568 50.2259
18035.339355 65.597 49.8425
18035.522461 65.574 49.3324
18035.705566 65.510 49.0359
18035.888672 65.441 49.0454
18036.071777 65.387 49.2164
18036.254883 65.338 49.3830
18036.437988 65.274 49.5430
18036.621094 65.196 49.8314
18036.804199 65.129 50.3420
18036.987305 65.112 50.9839
18037.170410 65.160 51.5005
18037.353516 65.253 51.6441
18037.536621 65.345 51.3414
18037.719727 65.391 50.7466
18037.902832 65.371 50.1692
18038.085938 65.298 49.9381
18038.269043 65.220 50.2168
18038.452148 65.192 50.8654
18038.635254 65.236 51.4934
18038.818359 65.317 51.7530
18039.001465 65.380 51.6017
18039.184570 65.388 51.2910
18039.367676 65.350 51.1125
18039.550781 65.302 51.1454
18039.733887 65.266 51.2202
18039.916992 65.230 51.1414
18040.100098 65.164 50.9309
18040.283203 65.066 50.8090
18040.466309 64.973 50.9415
18040.649414 64.934 51.2127
18040.832520 64.959 51.3174
18041.015625 65.009 51.0969
18041.198730 65.039 50.7361
18041.381836 65.043 50.5806
18041.564941 65.058 50.7836
18041.748047 65.113 51.1289
18041.931152 65.187 51.2535
18042.114258 65.220 51.0307
18042.297363 65.168 50.6830
18042.480469 65.046 50.5365
18042.663574 64.917 50.6799
18042.846680 64.832 50.8555
18043.029785 64.792 50.7221
18043.212891 64.757 50.2259
18043.395996 64.699 49.6600
18043.579102 64.633 49.4027
18043.762207 64.600 49.5997
18043.945312 64.628 50.0787
18044.128418 64.704 50.5261
18044.311523 64.779 50.7300
18044.494629 64.803 50.6573
18044.677734 64.738 50.4279
18044.860840 64.567 50.2987
18045.043945 64.320 50.6330
18045.227051 64.083 51.6878
18045.410156 63.979 53.2179
18045.593262 64.067 54.3623
18045.776367 64.260 54.2952
18045.959473 64.391 53.0272
18046.142578 64.334 51.4576
18046.325684 64.093 50.8340
18046.508789 63.819 51.9523
18046.691895 63.713 54.3477
18046.875000 63.826 56.4693
18047.058105 63.994 57.2231
18047.241211 64.032 56.8545
18047.424316 63.893 56.3383
18047.607422 63.676 56.3799
18047.790527 63.521 56.8319
18047.973633 63.461 57.0062
18048.156738 63.410 56.6604
18048.339844 63.297 56.4095
18048.522949 63.169 57.0893
18048.706055 63.170 58.7300
18048.889160 63.357 60.2725
18049.072266 63.592 60.7198
18049.255371 63.672 60.2579
18049.438477 63.511 60.0412
18049.621582 63.220 61.2136
18049.804688 63.040 63.8012
18049.987793 63.119 66.3592
18050.170898 63.349 67.4306
18050.354004 63.514 67.0052
18050.537109 63.512 66.1742
18050.720215 63.400 66.0436
18050.903320 63.316 66.9576
18051.086426 63.354 68.4046
18051.269531 63.488 69.7327
18051.452637 63.643 70.7978
18051.635742 63.794 71.7760
18051.818848 63.960 72.6293
18052.001953 64.133 73.0333
18052.185059 64.247 72.8497
18052.368164 64.235 72.4893
18052.551270 64.111 72.7206
18052.734375 63.995 74.0329
18052.917480 64.030 76.0354
18053.100586 64.239 77.6571
18053.283691 64.497 78.1984
18053.466797 64.661 77.8942
18053.649902 64.682 77.5216
18053.833008 64.624 77.7122
18054.016113 64.601 78.4923
18054.199219 64.680 79.3163
18054.382324 64.839 79.6240
18054.565430 65.006 79.3243
18054.748535 65.135 78.7493
18054.931641 65.230 78.3056
18055.114746 65.323 78.1941
18055.297852 65.441 78.3543
18055.480957 65.582 78.5918
18055.664062 65.721 78.7607
18055.847168 65.826 78.8538
18056.030273 65.884 78.9874
18056.213379 65.909 79.3016
18056.396484 65.935 79.8423
