* Generated by rew_pipeline.py (source UUID e8331ac2-31c2-4b44-99b7-25a0730980a7, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999963 s))
* Measurement: L.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
298.095703 72.667 -110.9092
298.461914 73.041 -113.0924
298.828125 73.590 -115.1012
299.194336 74.295 -118.4366
299.560547 74.680 -121.4153
299.926758 75.192 -124.5071
300.292969 75.594 -129.6375
300.659180 75.980 -134.4134
301.025391 76.139 -139.4465
301.391602 76.266 -143.8660
301.757812 76.212 -149.8634
302.124023 76.226 -155.1489
302.490234 76.080 -159.5197
302.856445 75.774 -163.1145
303.222656 75.477 -167.7763
303.588867 75.186 -171.0773
303.955078 74.902 -173.7824
304.321289 74.431 -176.6123
304.687500 74.234 -179.6193
305.053711 74.187 177.8542
305.419922 73.809 175.9697
305.786133 73.560 173.6529
306.152344 73.098 171.7692
306.518555 72.854 167.6285
306.884766 72.699 166.2947
307.250977 72.314 161.1301
307.617188 71.933 158.5895
307.983398 71.322 155.8606
308.349609 70.645 152.9220
308.715820 69.708 152.1955
309.082031 68.792 147.6225
309.448242 67.646 147.1189
309.814453 66.918 150.7534
310.180664 65.589 155.7788
310.546875 64.843 161.9228
310.913086 65.028 169.2400
311.279297 65.396 173.1268
311.645508 65.856 -179.4833
312.011719 66.369 178.4949
312.377930 67.124 175.8868
312.744141 67.100 176.6653
313.110352 66.455 170.9409
313.476562 66.534 168.1409
313.842773 66.268 167.9538
314.208984 65.329 165.4122
314.575195 64.235 168.3691
314.941406 63.252 172.0681
315.307617 63.062 178.1428
315.673828 63.369 -165.7715
316.040039 63.958 -158.5963
316.406250 65.410 -156.7202
316.772461 66.749 -151.4101
317.138672 67.693 -154.4505
317.504883 68.740 -154.7197
317.871094 69.659 -158.5522
318.237305 70.502 -163.7775
318.603516 70.725 -167.6838
318.969727 71.102 -174.3037
319.335938 71.446 -178.2168
319.702148 71.810 178.2904
320.068359 71.825 174.8599
320.434570 72.016 168.1799
320.800781 72.172 164.2784
321.166992 72.279 159.8189
321.533203 72.060 157.1729
321.899414 72.181 149.9808
322.265625 72.125 145.8049
322.631836 71.869 141.4122
322.998047 71.756 136.2314
323.364258 71.924 131.1488
323.730469 71.580 128.1895
324.096680 71.413 121.2308
324.462891 71.063 115.4510
324.829102 70.657 111.5265
325.195312 70.314 106.6239
325.561523 69.741 100.5503
325.927734 69.251 97.0822
326.293945 68.522 91.8947
326.660156 67.910 87.4705
327.026367 66.796 81.5614
327.392578 65.744 77.5035
327.758789 64.880 78.9448
328.125000 64.171 76.3878
328.491211 63.021 80.5786
328.857422 62.033 84.7409
329.223633 61.624 88.4736
329.589844 62.422 95.1572
329.956055 62.695 97.1528
330.322266 63.513 97.8826
330.688477 63.251 96.0433
331.054688 64.870 91.8943
331.420898 65.037 93.3870
331.787109 65.573 88.6279
332.153320 66.896 81.8635
332.519531 66.947 78.6886
332.885742 67.411 75.2015
333.251953 67.800 68.9552
333.618164 68.269 62.1885
333.984375 68.439 55.3402
334.350586 68.927 51.1917
334.716797 69.041 44.8698
335.083008 69.336 39.9707
335.449219 69.538 35.4383
335.815430 69.893 29.9256
336.181641 70.102 25.3095
336.547852 70.302 19.2531
336.914062 70.627 14.4113
337.280273 70.950 9.3283
337.646484 71.287 6.3910
338.012695 71.506 0.5066
338.378906 72.028 -2.0200
338.745117 72.190 -8.6504
339.111328 72.502 -11.0445
339.477539 72.719 -16.3817
339.843750 73.095 -22.2028
340.209961 73.323 -26.5576
340.576172 73.643 -32.0673
340.942383 73.634 -36.5762
341.308594 73.827 -41.7179
341.674805 73.810 -45.6854
342.041016 73.882 -50.5585
342.407227 73.789 -54.6444
342.773438 73.945 -59.2033
343.139648 73.883 -61.4748
343.505859 73.805 -64.3496
343.872070 73.688 -68.3703
344.238281 73.966 -72.6428
344.604492 73.850 -74.8205
344.970703 73.789 -78.7905
345.336914 73.730 -82.4194
345.703125 73.836 -86.0747
346.069336 73.428 -89.5723
346.435547 73.282 -92.0089
346.801758 73.003 -94.7880
347.167969 72.784 -95.1902
347.534180 72.427 -98.8653
347.900391 72.294 -100.0726
348.266602 72.213 -101.8144
348.632812 71.823 -99.6234
348.999023 71.892 -102.2647
349.365234 71.519 -102.6753
349.731445 71.444 -105.1851
350.097656 71.416 -104.2532
350.463867 71.182 -104.1256
350.830078 71.208 -103.6538
351.196289 70.778 -101.1749
351.562500 70.862 -102.1148
351.928711 71.099 -100.3925
352.294922 71.164 -98.4344
352.661133 71.158 -98.5475
353.027344 71.539 -97.6802
353.393555 71.600 -97.4211
353.759766 72.159 -98.2686
354.125977 72.397 -96.7427
354.492188 72.288 -100.2501
354.858398 73.235 -95.4084
355.224609 72.445 -101.6510
355.590820 73.615 -97.0675
355.957031 74.338 -102.1468
356.323242 74.339 -108.5405
356.689453 74.647 -108.2519
357.055664 74.801 -105.4000
357.421875 74.474 -107.5503
357.788086 74.409 -110.1230
358.154297 74.774 -110.6987
358.520508 74.782 -111.8535
358.886719 75.103 -112.2632
359.252930 75.382 -113.4710
359.619141 75.375 -114.9386
359.985352 75.827 -116.4152
360.351562 75.980 -117.6246
360.717773 76.324 -119.7666
361.083984 76.601 -121.9244
361.450195 76.774 -124.3427
361.816406 76.964 -126.5638
362.182617 77.078 -129.0433
362.548828 77.397 -131.7950
362.915039 77.552 -134.6958
363.281250 77.518 -138.7793
363.647461 77.549 -140.6806
364.013672 77.774 -145.2522
364.379883 77.602 -147.3485
364.746094 77.541 -150.7482
365.112305 77.394 -154.8454
365.478516 77.251 -156.5794
365.844727 76.916 -159.6738
366.210938 76.511 -161.5387
366.577148 76.179 -163.6130
366.943359 75.985 -164.5697
367.309570 75.687 -165.6321
367.675781 75.457 -165.9330
368.041992 75.386 -166.7064
368.408203 75.062 -166.4454
368.774414 74.987 -166.7104
369.140625 74.994 -166.5760
369.506836 74.882 -167.1190
369.873047 74.824 -166.9515
370.239258 74.968 -167.6959
370.605469 75.060 -168.3136
370.971680 75.052 -169.5519
371.337891 75.328 -170.4758
371.704102 75.448 -171.9515
372.070312 75.429 -175.0847
372.436523 75.377 -176.0067
372.802734 75.315 -179.5960
373.168945 75.198 177.3371
373.535156 74.975 174.8678
373.901367 74.614 174.3900
374.267578 74.174 170.5984
374.633789 73.705 170.7655
375.000000 73.392 170.1656
375.366211 72.995 170.3505
375.732422 72.529 172.2869
376.098633 72.432 174.3303
376.464844 72.650 176.2905
376.831055 72.452 177.6815
377.197266 72.835 178.6871
377.563477 73.153 178.0563
377.929688 73.428 177.6058
378.295898 73.737 174.9023
378.662109 73.944 174.6575
379.028320 74.087 172.0417
379.394531 74.325 168.9071
379.760742 74.257 165.8920
380.126953 74.363 163.4344
380.493164 74.006 159.8491
380.859375 73.993 155.2862
381.225586 73.581 151.9013
381.591797 73.086 149.2758
381.958008 72.629 147.6047
382.324219 72.106 144.0403
382.690430 71.413 144.9792
383.056641 70.839 144.5870
383.422852 70.225 143.6288
383.789062 69.768 146.0987
384.155273 69.684 146.6388
384.521484 69.292 149.7179
384.887695 69.112 152.1445
385.253906 69.112 153.2989
385.620117 68.952 154.7219
385.986328 69.216 154.5146
386.352539 69.191 154.8325
386.718750 69.529 154.0201
387.084961 69.355 151.9308
387.451172 69.420 150.5950
387.817383 69.323 148.3867
388.183594 69.735 146.4405
388.549805 69.212 144.3621
388.916016 69.105 142.5506
389.282227 69.053 139.1301
389.648438 68.454 135.7870
390.014648 68.202 132.6080
390.380859 67.703 129.5758
390.747070 66.997 124.6517
391.113281 66.216 122.7242
391.479492 65.518 118.8457
391.845703 64.180 114.2257
392.211914 63.247 114.6304
392.578125 61.409 109.8814
392.944336 60.268 108.8480
393.310547 57.559 100.9253
393.676758 54.879 106.2684
394.042969 50.964 113.3443
394.409180 39.255 99.4848
394.775391 44.986 -109.0938
395.141602 52.714 -99.6977
395.507812 56.244 -96.1301
395.874023 57.676 -105.7900
396.240234 60.584 -106.4353
396.606445 62.600 -110.6187
396.972656 63.799 -108.3715
397.338867 64.491 -111.5674
397.705078 65.416 -118.7655
398.071289 66.264 -119.8620
398.437500 66.838 -122.6109
398.803711 67.443 -125.5858
399.169922 67.584 -127.1348
399.536133 67.936 -127.1715
399.902344 68.404 -127.9006
400.268555 68.705 -130.8277
400.634766 69.188 -133.0182
401.000977 69.590 -134.9773
401.367188 70.022 -135.1270
401.733398 70.580 -139.1049
402.099609 70.673 -141.0862
402.465820 70.941 -145.0564
402.832031 71.133 -148.1734
403.198242 71.121 -149.4107
403.564453 70.753 -154.1822
403.930664 70.834 -157.4105
404.296875 70.423 -159.6643
404.663086 69.996 -161.2087
405.029297 69.444 -161.4645
405.395508 68.876 -161.6302
405.761719 68.291 -157.5494
406.127930 67.795 -154.8317
406.494141 67.858 -149.2213
406.860352 67.689 -145.3088
407.226562 68.329 -138.8709
407.592773 68.900 -134.5977
407.958984 69.461 -130.3632
408.325195 70.152 -128.9176
408.691406 71.044 -127.1247
409.057617 71.841 -124.6270
409.423828 72.724 -127.4035
409.790039 73.485 -127.4552
410.156250 74.172 -129.2665
410.522461 74.701 -131.2672
410.888672 75.200 -133.9652
411.254883 75.857 -136.4462
411.621094 76.295 -139.2390
411.987305 76.664 -142.0606
412.353516 77.149 -144.5664
412.719727 77.396 -147.8911
413.085938 77.786 -150.3344
413.452148 77.948 -153.8397
413.818359 78.256 -156.2845
414.184570 78.435 -159.4476
414.550781 78.644 -162.1518
414.916992 78.876 -166.0163
415.283203 79.058 -169.2664
415.649414 79.145 -172.4968
416.015625 79.135 -176.4089
416.381836 79.228 -179.8884
416.748047 79.195 177.0416
417.114258 79.150 174.0893
417.480469 79.002 170.2137
417.846680 78.747 167.5245
418.212891 78.628 165.6156
418.579102 78.400 163.3762
418.945312 78.208 161.7316
419.311523 77.885 159.9686
419.677734 77.806 159.3121
420.043945 77.644 158.1432
420.410156 77.403 157.1999
420.776367 77.262 156.6849
421.142578 77.256 155.0473
421.508789 77.026 154.9498
421.875000 77.091 154.0583
422.241211 76.980 154.6780
422.607422 76.974 153.3704
422.973633 77.177 153.1881
423.339844 77.108 152.3810
423.706055 77.291 151.7104
424.072266 77.349 150.0547
424.438477 77.353 149.5180
424.804688 77.574 147.9672
425.170898 77.556 146.6281
425.537109 77.581 144.7349
425.903320 77.706 143.8600
426.269531 77.845 142.2257
426.635742 77.919 140.2457
427.001953 78.120 138.5292
427.368164 78.176 136.7288
427.734375 78.307 134.4355
428.100586 78.442 131.3577
428.466797 78.612 128.7843
428.833008 78.751 126.0378
429.199219 78.710 121.7266
429.565430 78.785 117.9766
429.931641 78.731 114.0557
430.297852 78.683 109.4799
430.664062 78.540 104.7584
431.030273 78.327 100.2237
431.396484 78.065 95.6574
431.762695 77.676 90.7147
432.128906 77.320 85.5461
432.495117 76.766 80.9933
432.861328 76.061 75.5058
433.227539 75.487 71.3433
433.593750 74.599 67.0306
433.959961 73.437 63.0034
434.326172 72.304 59.4091
434.692383 71.044 56.9809
435.058594 69.465 56.4669
435.424805 68.136 57.2298
435.791016 66.938 60.3931
436.157227 66.231 64.4299
436.523438 65.099 68.3870
436.889648 64.546 74.4987
437.255859 63.593 77.2872
437.622070 63.495 82.5895
437.988281 62.829 84.8139
438.354492 62.424 89.3109
438.720703 61.597 91.0159
439.086914 60.585 93.7202
439.453125 60.281 100.5887
439.819336 59.260 102.3461
440.185547 58.984 109.0530
440.551758 58.080 117.9059
440.917969 56.525 130.3691
441.284180 57.447 142.9924
441.650391 57.729 154.1166
442.016602 59.229 163.0769
442.382812 60.677 173.5379
442.749023 62.074 179.2535
443.115234 63.411 -178.9437
443.481445 64.724 -179.5809
443.847656 65.842 178.4144
444.213867 66.446 175.5259
444.580078 67.223 176.1817
444.946289 67.917 174.3829
445.312500 68.783 170.4280
445.678711 69.074 167.8222
446.044922 69.794 166.9139
446.411133 69.895 164.2635
446.777344 70.404 160.2173
447.143555 70.264 159.8197
447.509766 70.671 156.7272
447.875977 71.225 154.5499
448.242188 71.519 151.1105
448.608398 71.853 147.7264
448.974609 72.039 144.1751
449.340820 72.414 140.3091
449.707031 72.289 135.5160
450.073242 72.458 132.5049
450.439453 72.525 127.2086
450.805664 72.663 123.1106
451.171875 72.697 117.3142
451.538086 72.530 110.5885
451.904297 72.254 104.1492
452.270508 71.932 96.6650
452.636719 71.463 89.2074
453.002930 70.725 82.6116
453.369141 70.028 72.7125
453.735352 69.050 65.3455
454.101562 67.836 54.3663
454.467773 66.686 41.8214
454.833984 65.081 28.0868
455.200195 63.272 13.5066
455.566406 61.844 -9.1211
455.932617 61.034 -33.3871
456.298828 61.070 -61.1412
456.665039 62.268 -83.9837
457.031250 63.321 -98.9196
457.397461 65.381 -112.7687
457.763672 65.794 -118.5268
458.129883 66.874 -128.3437
458.496094 67.637 -134.5385
458.862305 68.259 -140.6765
459.228516 68.730 -148.7226
459.594727 69.313 -152.8799
459.960938 69.497 -157.6361
460.327148 69.656 -159.0740
460.693359 69.538 -161.2431
461.059570 69.951 -162.6703
461.425781 70.255 -165.0958
461.791992 70.467 -166.5772
462.158203 70.469 -166.6741
462.524414 71.073 -169.1810
462.890625 71.296 -169.5852
463.256836 71.659 -169.7812
463.623047 72.114 -170.2836
463.989258 72.662 -172.0623
464.355469 72.912 -172.5436
464.721680 73.392 -174.6748
465.087891 73.864 -178.0880
465.454102 74.216 178.8557
465.820312 74.586 177.0805
466.186523 74.763 172.7954
466.552734 74.785 170.2858
466.918945 74.991 166.9093
467.285156 75.179 163.0900
467.651367 75.051 161.1921
468.017578 75.150 157.1150
468.383789 75.276 155.1710
468.750000 75.045 152.9719
469.116211 75.083 150.1816
469.482422 74.944 147.2603
469.848633 74.881 145.0065
470.214844 74.759 144.2257
470.581055 74.682 142.3031
470.947266 74.591 141.3978
471.313477 74.561 139.8254
471.679688 74.582 136.9206
472.045898 74.411 136.7096
472.412109 74.434 133.6522
472.778320 74.274 131.2487
473.144531 74.189 130.5020
473.510742 74.092 128.3637
473.876953 73.962 128.5125
474.243164 73.938 126.2485
474.609375 74.003 125.3905
474.975586 74.138 123.4681
475.341797 74.007 120.8127
475.708008 74.014 119.0506
476.074219 74.172 116.2674
476.440430 74.044 111.7417
476.806641 73.893 109.2008
477.172852 73.806 105.6245
477.539062 73.473 99.8238
477.905273 73.029 97.8144
478.271484 72.786 93.3938
478.637695 72.285 88.8071
479.003906 71.693 86.0359
479.370117 71.251 80.0582
479.736328 70.410 77.9513
480.102539 69.475 71.9993
480.468750 68.624 68.7015
480.834961 67.482 65.5955
481.201172 66.250 61.9213
481.567383 64.087 61.0663
481.933594 62.428 57.1362
482.299805 61.076 54.4198
482.666016 58.591 58.4901
483.032227 53.833 59.2522
483.398438 48.497 74.9646
483.764648 42.637 136.8181
484.130859 50.151 172.3301
484.497070 54.135 178.6919
484.863281 55.718 -177.2764
485.229492 56.443 167.9598
485.595703 58.002 -179.1691
485.961914 57.757 -178.7422
486.328125 57.937 -176.2152
486.694336 56.930 -164.7404
487.060547 57.987 -163.6855
487.426758 59.662 -154.7127
487.792969 59.956 -149.0882
488.159180 61.665 -139.1265
488.525391 62.699 -139.4609
488.891602 64.107 -131.3800
489.257812 65.848 -135.0020
489.624023 66.526 -132.5429
489.990234 67.818 -133.7668
490.356445 68.658 -135.1480
490.722656 69.004 -138.1579
491.088867 69.993 -137.9719
491.455078 70.520 -140.4165
491.821289 71.198 -141.7646
492.187500 71.784 -143.2600
492.553711 72.306 -145.3540
492.919922 72.916 -147.1671
493.286133 73.370 -148.7627
493.652344 73.937 -150.7105
494.018555 74.349 -152.5883
494.384766 74.757 -153.9514
494.750977 75.206 -155.8510
495.117188 75.680 -158.3340
495.483398 76.008 -159.8807
495.849609 76.409 -161.8834
496.215820 76.666 -163.7323
496.582031 77.134 -165.8034
496.948242 77.505 -167.9248
497.314453 77.754 -170.9453
497.680664 78.067 -173.6065
498.046875 78.471 -175.6777
498.413086 78.647 -179.2624
498.779297 78.754 177.9980
499.145508 78.978 174.9323
499.511719 79.098 172.8475
499.877930 79.190 170.7190
500.244141 79.385 167.4388
500.610352 79.453 165.1454
500.976562 79.549 161.9802
501.342773 79.554 159.6332
501.708984 79.594 157.0048
502.075195 79.588 154.7691
502.441406 79.529 151.9312
502.807617 79.390 149.2412
503.173828 79.305 147.0286
503.540039 79.211 144.9698
503.906250 78.917 143.1904
504.272461 78.854 141.7602
504.638672 78.698 140.2235
505.004883 78.423 140.8919
505.371094 78.215 139.4526
505.737305 78.171 139.0278
506.103516 78.199 138.7675
506.469727 78.115 138.3972
506.835938 78.086 138.0384
507.202148 78.192 138.1253
507.568359 78.163 137.4302
507.934570 78.231 137.9278
508.300781 78.240 136.9060
508.666992 78.402 136.1720
509.033203 78.445 135.3940
509.399414 78.525 135.0966
509.765625 78.663 134.1650
510.131836 78.827 132.6661
510.498047 78.911 131.2497
510.864258 78.986 129.7309
511.230469 79.041 127.9738
511.596680 79.197 126.2151
511.962891 79.079 124.2880
512.329102 79.126 121.8067
512.695312 78.927 119.9740
513.061523 78.875 118.3816
513.427734 78.588 116.0823
513.793945 78.343 115.0582
514.160156 78.224 114.4993
514.526367 78.062 113.3563
514.892578 77.637 113.9139
515.258789 77.499 113.8106
515.625000 77.634 113.8083
515.991211 77.576 114.0583
516.357422 77.576 113.8135
516.723633 77.497 113.7963
517.089844 77.595 113.1601
517.456055 77.703 113.1760
517.822266 77.880 111.6288
518.188477 77.874 111.3646
518.554688 77.839 109.2355
518.920898 77.978 106.8857
519.287109 77.692 105.4723
519.653320 77.650 104.3759
520.019531 77.551 102.3913
520.385742 77.397 100.7901
520.751953 76.873 98.9040
521.118164 76.677 98.3038
521.484375 76.456 98.2316
521.850586 75.983 97.7524
522.216797 75.600 99.1113
522.583008 75.097 100.9167
522.949219 75.218 102.7137
523.315430 75.056 104.6789
523.681641 75.027 107.5185
524.047852 75.169 108.2668
524.414062 75.468 110.2255
524.780273 75.593 110.5961
525.146484 75.761 110.5016
525.512695 76.058 108.9893
525.878906 76.207 109.0905
526.245117 76.203 108.4249
526.611328 76.194 108.0252
526.977539 76.245 106.9025
527.343750 76.229 106.5477
527.709961 76.113 106.4100
528.076172 76.173 107.1672
528.442383 76.218 106.9249
528.808594 76.314 107.1916
529.174805 76.385 107.4214
529.541016 76.496 106.4471
529.907227 76.731 106.8563
530.273438 76.771 106.2875
530.639648 76.906 105.4560
531.005859 77.021 104.7594
531.372070 76.958 103.9321
531.738281 77.071 103.7218
532.104492 77.274 103.0580
532.470703 77.265 101.3956
532.836914 77.407 101.0569
533.203125 77.423 99.4521
533.569336 77.582 98.0746
533.935547 77.643 97.9069
534.301758 77.823 95.6510
534.667969 77.736 94.4826
535.034180 77.812 93.5653
535.400391 77.842 91.2579
535.766602 77.664 89.8940
536.132812 77.847 88.5695
536.499023 77.749 87.1617
536.865234 77.612 84.2837
537.231445 77.584 82.0816
537.597656 77.371 80.5953
537.963867 77.178 78.5170
538.330078 76.868 76.4819
538.696289 76.518 73.9643
539.062500 76.155 73.2815
539.428711 75.585 72.4740
539.794922 75.291 72.0416
540.161133 74.914 72.2720
540.527344 74.282 73.6346
540.893555 73.846 74.5204
541.259766 73.543 76.3189
541.625977 73.453 78.6287
541.992188 72.944 82.4795
542.358398 72.893 83.2703
542.724609 72.938 84.8444
543.090820 72.919 87.4667
543.457031 72.646 89.1537
543.823242 72.792 91.4752
544.189453 72.865 93.0648
544.555664 72.925 95.5058
544.921875 72.776 97.3079
545.288086 72.755 98.8688
545.654297 73.236 102.1107
546.020508 73.440 104.6032
546.386719 73.665 106.4002
546.752930 74.023 108.1972
547.119141 74.501 110.5972
547.485352 74.973 110.5592
547.851562 75.568 110.8484
548.217773 76.100 111.1899
548.583984 76.526 111.1926
548.950195 77.004 110.6574
549.316406 77.386 109.5600
549.682617 77.906 109.3401
550.048828 78.294 107.0447
550.415039 78.754 105.5824
550.781250 79.150 103.5162
551.147461 79.519 101.0312
551.513672 79.845 99.0112
551.879883 80.169 95.6404
552.246094 80.428 92.4925
552.612305 80.607 89.7255
552.978516 80.774 86.2055
553.344727 80.955 83.3923
553.710938 81.021 80.9590
554.077148 81.064 77.0279
554.443359 81.127 74.7185
554.809570 81.064 71.1944
555.175781 81.045 68.2022
555.541992 80.951 64.9914
555.908203 80.844 62.3589
556.274414 80.604 59.7468
556.640625 80.415 57.3794
557.006836 80.328 55.1292
557.373047 80.217 53.2097
557.739258 79.962 51.2602
558.105469 79.740 48.8614
558.471680 79.586 47.6758
558.837891 79.555 45.1548
559.204102 79.451 43.8133
559.570312 79.248 41.8092
559.936523 78.964 39.7995
560.302734 78.754 38.8038
560.668945 78.509 36.9650
561.035156 78.321 35.7651
561.401367 78.159 34.3507
561.767578 77.826 33.4822
562.133789 77.769 32.6115
562.500000 77.756 32.1012
562.866211 77.699 30.3163
563.232422 77.589 29.4962
563.598633 77.549 28.0639
563.964844 77.523 26.6591
564.331055 77.343 25.2628
564.697266 77.367 23.5154
565.063477 77.433 20.8674
565.429688 77.418 19.1768
565.795898 77.426 15.0988
566.162109 77.358 12.1863
566.528320 77.269 8.6572
566.894531 77.143 4.7638
567.260742 76.908 1.3082
567.626953 76.631 -2.6713
567.993164 76.659 -7.6231
568.359375 76.141 -12.0059
568.725586 75.897 -18.0285
569.091797 75.548 -23.5514
569.458008 74.853 -28.1799
569.824219 74.310 -34.6561
570.190430 73.660 -41.0742
570.556641 72.734 -47.1355
570.922852 71.989 -54.0327
571.289062 71.188 -61.3309
571.655273 70.129 -68.5946
572.021484 69.163 -75.3456
572.387695 68.240 -85.8839
572.753906 67.148 -96.8616
573.120117 65.712 -106.9599
573.486328 65.552 -119.5685
573.852539 65.204 -135.2531
574.218750 65.135 -152.8085
574.584961 65.333 -166.8280
574.951172 65.729 179.8394
575.317383 66.118 164.6899
575.683594 66.602 156.1532
576.049805 67.639 143.1181
576.416016 67.701 136.6181
576.782227 68.407 125.7286
577.148438 68.323 118.0821
577.514648 68.958 113.2006
577.880859 69.203 105.0627
578.247070 69.789 99.6953
578.613281 69.495 94.0967
578.979492 69.544 85.6218
579.345703 69.227 80.6744
579.711914 68.683 75.0337
580.078125 68.346 66.4059
580.444336 67.428 63.9614
580.810547 66.195 58.1783
581.176758 65.177 54.0317
581.542969 63.119 51.9260
581.909180 61.334 52.9392
582.275391 58.531 49.8440
582.641602 54.986 63.6556
583.007812 51.842 93.7765
583.374023 52.652 150.3980
583.740234 59.085 156.6661
584.106445 62.078 164.7254
584.472656 63.675 163.5387
584.838867 65.690 157.0261
585.205078 67.401 157.0967
585.571289 68.309 154.3962
585.937500 69.728 151.4788
586.303711 70.175 145.1696
586.669922 71.348 143.7332
587.036133 71.764 137.5698
587.402344 72.632 133.4592
587.768555 72.958 129.3811
588.134766 73.265 126.0702
588.500977 73.438 121.8547
588.867188 73.586 120.2238
589.233398 73.701 117.1697
589.599609 73.919 114.5020
589.965820 73.950 110.6586
590.332031 73.947 109.5330
590.698242 74.048 108.2757
591.064453 74.059 105.5682
591.430664 74.328 103.7393
591.796875 74.388 102.7984
592.163086 74.530 99.8857
592.529297 74.632 98.2301
592.895508 74.766 95.3866
593.261719 74.736 91.3157
593.627930 74.673 88.3548
593.994141 74.641 86.0176
594.360352 74.460 83.2288
594.726562 74.092 80.9837
595.092773 73.615 77.0532
595.458984 73.118 77.6570
595.825195 72.958 76.3750
596.191406 72.251 74.0554
596.557617 71.912 76.1889
596.923828 71.318 74.6348
597.290039 70.866 76.1711
597.656250 70.229 77.8838
598.022461 69.665 79.7571
598.388672 69.082 86.7750
598.754883 68.575 88.5935
599.121094 69.065 95.5218
599.487305 68.938 101.6830
599.853516 69.590 105.6533
600.219727 70.048 110.2410
600.585938 70.362 113.5988
600.952148 71.091 115.7192
601.318359 71.703 120.7132
601.684570 72.527 121.5042
602.050781 73.139 123.2652
602.416992 74.088 124.6744
602.783203 74.740 121.9785
603.149414 75.634 121.8822
603.515625 76.446 120.3001
603.881836 76.997 117.9114
604.248047 77.724 114.9740
604.614258 78.249 112.1102
604.980469 78.841 108.0681
605.346680 79.199 103.9921
605.712891 79.504 100.6333
606.079102 79.728 96.8745
