* Generated by rew_pipeline.py (source UUID a991554c-26c7-4668-8b42-31ccc9447062, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000015 s))
* Measurement: R.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
287.475586 74.889 -147.4851
287.841797 75.078 -150.9396
288.208008 75.338 -153.7922
288.574219 75.399 -158.2838
288.940430 75.605 -162.0337
289.306641 75.534 -165.1044
289.672852 75.529 -169.4981
290.039062 75.430 -172.5943
290.405273 75.313 -176.4396
290.771484 75.103 -179.4720
291.137695 75.027 177.4009
291.503906 74.664 173.5140
291.870117 74.379 169.4445
292.236328 74.114 168.4165
292.602539 73.779 165.3424
292.968750 73.609 161.0735
293.334961 73.190 159.0304
293.701172 72.873 157.1561
294.067383 72.475 154.1635
294.433594 72.154 153.8871
294.799805 71.718 150.9401
295.166016 71.551 150.6823
295.532227 71.380 147.9582
295.898438 71.337 145.9372
296.264648 71.176 145.3200
296.630859 71.122 140.2504
296.997070 71.092 135.4373
297.363281 71.394 132.0176
297.729492 70.961 126.6459
298.095703 70.794 119.3190
298.461914 70.776 115.5286
298.828125 70.290 107.6140
299.194336 70.036 98.7109
299.560547 69.555 91.6492
299.926758 69.020 81.0030
300.292969 68.807 69.9631
300.659180 68.181 57.2691
301.025391 67.484 47.8880
301.391602 67.066 32.2739
301.757812 67.176 22.5502
302.124023 66.693 9.2193
302.490234 66.459 -4.1852
302.856445 66.413 -13.0799
303.222656 66.598 -23.1023
303.588867 66.654 -32.3990
303.955078 67.022 -38.0793
304.321289 67.248 -44.0133
304.687500 67.834 -53.6576
305.053711 68.463 -57.2084
305.419922 68.982 -61.3881
305.786133 69.706 -68.7218
306.152344 70.140 -75.0378
306.518555 70.393 -77.6194
306.884766 70.630 -84.5786
307.250977 71.055 -89.5992
307.617188 71.402 -93.6366
307.983398 71.567 -98.5153
308.349609 71.600 -102.2018
308.715820 71.653 -107.7224
309.082031 71.973 -111.7598
309.448242 71.898 -115.7985
309.814453 71.835 -119.0313
310.180664 71.735 -121.7036
310.546875 71.401 -124.2904
310.913086 71.347 -125.8860
311.279297 71.347 -129.5390
311.645508 71.234 -128.7453
312.011719 71.090 -131.4358
312.377930 70.992 -131.4390
312.744141 70.950 -135.4217
313.110352 71.211 -134.2822
313.476562 70.946 -135.7971
313.842773 71.003 -136.9906
314.208984 70.734 -138.7200
314.575195 70.670 -138.6532
314.941406 70.667 -138.6630
315.307617 70.764 -136.9620
315.673828 70.932 -136.7539
316.040039 70.984 -135.3226
316.406250 71.118 -133.7572
316.772461 71.479 -134.0655
317.138672 71.904 -135.1589
317.504883 72.693 -136.1818
317.871094 73.040 -138.3909
318.237305 73.297 -141.4404
318.603516 73.640 -143.7178
318.969727 73.639 -146.8567
319.335938 74.040 -150.2092
319.702148 74.240 -152.7853
320.068359 74.236 -156.8673
320.434570 74.341 -159.9867
320.800781 74.269 -162.2975
321.166992 74.204 -165.9697
321.533203 74.078 -168.6659
321.899414 74.007 -172.0076
322.265625 74.111 -172.9731
322.631836 73.948 -175.4425
322.998047 73.615 -178.4006
323.364258 73.849 -179.9532
323.730469 73.817 177.4625
324.096680 73.546 175.5608
324.462891 73.665 171.9171
324.829102 73.560 169.5787
325.195312 73.268 167.3272
325.561523 73.067 163.5873
325.927734 72.775 160.4515
326.293945 72.522 157.3414
326.660156 72.127 156.7703
327.026367 71.784 154.8917
327.392578 71.304 153.9245
327.758789 71.128 154.2338
328.125000 70.669 154.1734
328.491211 70.494 152.5225
328.857422 70.565 153.0903
329.223633 70.181 152.6120
329.589844 70.105 151.4333
329.956055 70.315 150.6640
330.322266 70.416 150.2430
330.688477 70.258 149.3092
331.054688 70.334 148.3897
331.420898 70.446 147.7682
331.787109 70.249 143.7116
332.153320 70.814 143.3477
332.519531 70.819 140.6114
332.885742 70.961 136.1798
333.251953 71.128 132.4570
333.618164 71.066 128.7182
333.984375 70.993 123.1211
334.350586 70.816 118.4158
334.716797 70.687 114.9990
335.083008 70.595 110.1186
335.449219 70.301 105.5635
335.815430 70.031 98.2733
336.181641 69.864 93.6952
336.547852 69.643 89.2391
336.914062 69.111 82.3178
337.280273 68.883 77.6358
337.646484 68.372 69.6496
338.012695 68.006 64.7219
338.378906 67.566 58.1730
338.745117 67.250 54.0840
339.111328 66.909 47.9783
339.477539 66.460 38.9895
339.843750 66.433 32.4886
340.209961 66.018 25.7822
340.576172 65.576 18.7903
340.942383 65.591 13.3714
341.308594 65.195 2.8864
341.674805 65.348 -2.0046
342.041016 64.938 -7.9543
342.407227 64.886 -13.1303
342.773438 64.936 -20.9089
343.139648 65.071 -24.2182
343.505859 65.029 -29.4912
343.872070 65.413 -36.3600
344.238281 66.163 -43.2499
344.604492 66.505 -50.0205
344.970703 66.340 -57.8238
345.336914 66.332 -66.6289
345.703125 66.100 -74.3856
346.069336 66.103 -79.2331
346.435547 65.535 -85.9700
346.801758 64.833 -89.9765
347.167969 63.993 -92.3594
347.534180 62.824 -92.5248
347.900391 62.635 -91.1020
348.266602 60.990 -90.3503
348.632812 61.155 -83.3382
348.999023 61.737 -72.2400
349.365234 62.080 -76.1464
349.731445 63.477 -65.4802
350.097656 63.477 -64.9976
350.463867 63.895 -58.9091
350.830078 64.855 -61.3601
351.196289 66.112 -59.0360
351.562500 67.001 -59.5033
351.928711 67.717 -60.2847
352.294922 68.618 -63.3960
352.661133 69.321 -66.0916
353.027344 70.222 -69.5958
353.393555 70.627 -73.6025
353.759766 71.223 -79.0733
354.125977 71.717 -81.7738
354.492188 71.955 -86.9002
354.858398 72.242 -90.3225
355.224609 72.310 -93.5883
355.590820 72.519 -97.2939
355.957031 72.321 -99.6767
356.323242 72.593 -104.7236
356.689453 72.491 -105.7189
357.055664 72.383 -106.9114
357.421875 72.809 -108.6690
357.788086 72.457 -111.8296
358.154297 72.118 -114.2760
358.520508 72.237 -117.3485
358.886719 72.385 -116.2024
359.252930 72.396 -119.1782
359.619141 72.525 -119.7314
359.985352 72.637 -120.5744
360.351562 72.597 -121.7297
360.717773 72.782 -122.6243
361.083984 72.898 -123.3615
361.450195 72.872 -125.0190
361.816406 73.100 -125.9822
362.182617 72.974 -126.9554
362.548828 73.268 -129.0817
362.915039 73.302 -129.7987
363.281250 73.510 -132.2110
363.647461 73.514 -133.7546
364.013672 73.678 -135.2652
364.379883 73.772 -136.5095
364.746094 73.926 -138.6467
365.112305 73.867 -140.6212
365.478516 74.033 -144.1629
365.844727 73.997 -145.1384
366.210938 73.926 -145.9978
366.577148 73.927 -148.4330
366.943359 73.987 -150.1107
367.309570 73.924 -152.1290
367.675781 73.925 -154.2157
368.041992 73.848 -154.4558
368.408203 73.791 -156.9496
368.774414 73.881 -159.4984
369.140625 73.926 -160.9819
369.506836 73.947 -164.0151
369.873047 73.872 -167.3016
370.239258 73.720 -170.5404
370.605469 73.454 -174.2066
370.971680 73.171 -176.2157
371.337891 72.763 179.4444
371.704102 72.136 175.2852
372.070312 71.684 174.0919
372.436523 70.574 171.4705
372.802734 69.855 171.5237
373.168945 68.960 172.8979
373.535156 67.723 172.9096
373.901367 66.801 178.8158
374.267578 66.073 -177.2133
374.633789 65.901 -171.3879
375.000000 65.320 -163.2869
375.366211 65.630 -156.4745
375.732422 65.200 -148.6860
376.098633 66.108 -147.5447
376.464844 66.630 -139.2747
376.831055 66.964 -133.9289
377.197266 68.152 -132.9400
377.563477 68.951 -129.5903
377.929688 69.792 -127.5620
378.295898 70.185 -129.7268
378.662109 71.027 -127.9440
379.028320 71.673 -129.5397
379.394531 72.514 -130.6436
379.760742 73.009 -132.1539
380.126953 73.541 -134.4790
380.493164 74.020 -137.2725
380.859375 74.406 -140.2572
381.225586 74.744 -142.4976
381.591797 75.046 -146.0748
381.958008 75.350 -148.4483
382.324219 75.378 -149.8381
382.690430 75.595 -153.6881
383.056641 75.668 -155.7703
383.422852 75.833 -158.0301
383.789062 75.895 -159.2090
384.155273 76.154 -161.7886
384.521484 76.336 -163.8108
384.887695 76.587 -166.5954
385.253906 76.660 -168.7876
385.620117 77.010 -170.9246
385.986328 77.076 -175.5199
386.352539 77.293 -179.3285
386.718750 77.241 177.2205
387.084961 77.199 174.4034
387.451172 77.099 169.5878
387.817383 77.033 167.1194
388.183594 77.073 163.7239
388.549805 76.775 160.4134
388.916016 76.640 157.4565
389.282227 76.399 154.0043
389.648438 76.325 150.5273
390.014648 76.107 148.0698
390.380859 75.838 144.8278
390.747070 75.611 143.0209
391.113281 75.387 139.4399
391.479492 75.211 137.0802
391.845703 74.951 133.7973
392.211914 74.764 130.1806
392.578125 74.570 126.0992
392.944336 74.249 122.9732
393.310547 73.942 118.2317
393.676758 73.556 114.6336
394.042969 73.120 108.3894
394.409180 72.739 105.0105
394.775391 72.266 99.7576
395.141602 71.649 94.9499
395.507812 71.098 89.5229
395.874023 70.505 82.5112
396.240234 69.780 74.2916
396.606445 68.970 66.5520
396.972656 68.324 58.0286
397.338867 67.152 47.7248
397.705078 66.580 34.8604
398.071289 65.642 23.9856
398.437500 64.988 7.4929
398.803711 64.943 -4.2949
399.169922 64.809 -19.7994
399.536133 65.653 -36.4067
399.902344 66.767 -47.7308
400.268555 67.089 -59.8376
400.634766 67.778 -67.6399
401.000977 68.495 -77.3032
401.367188 68.885 -84.4939
401.733398 69.464 -90.0125
402.099609 69.704 -96.7018
402.465820 70.230 -102.0760
402.832031 70.609 -105.5304
403.198242 71.325 -108.0552
403.564453 71.565 -113.6791
403.930664 71.880 -116.7919
404.296875 72.265 -120.8337
404.663086 72.543 -124.1711
405.029297 72.634 -126.5225
405.395508 72.930 -130.2932
405.761719 73.099 -133.0290
406.127930 73.009 -135.9093
406.494141 73.082 -138.7854
406.860352 72.974 -140.2863
407.226562 72.923 -143.5967
407.592773 72.842 -143.6670
407.958984 72.602 -143.3715
408.325195 72.567 -143.1284
408.691406 72.598 -143.1821
409.057617 72.391 -141.0761
409.423828 72.686 -138.1894
409.790039 73.039 -138.0902
410.156250 73.419 -135.4898
410.522461 74.000 -134.0819
410.888672 74.720 -133.5331
411.254883 75.334 -133.9826
411.621094 76.111 -135.3166
411.987305 76.830 -137.0703
412.353516 77.426 -140.2515
412.719727 78.022 -143.2491
413.085938 78.506 -146.9390
413.452148 78.926 -151.2985
413.818359 79.179 -154.9751
414.184570 79.551 -159.7793
414.550781 79.807 -163.3581
414.916992 79.857 -167.9960
415.283203 79.996 -172.2943
415.649414 80.109 -176.7922
416.015625 80.043 179.1005
416.381836 80.022 174.9568
416.748047 79.926 170.1191
417.114258 79.697 165.7480
417.480469 79.518 161.9861
417.846680 79.203 157.5447
418.212891 78.684 154.7558
418.579102 78.242 151.7662
418.945312 77.782 149.5236
419.311523 77.192 147.0984
419.677734 76.765 145.7780
420.043945 76.215 144.8410
420.410156 75.608 143.9165
420.776367 75.317 144.2898
421.142578 74.622 144.9273
421.508789 74.342 144.8029
421.875000 73.775 146.7428
422.241211 73.381 147.8472
422.607422 73.117 148.9036
422.973633 72.838 152.1024
423.339844 72.693 155.8425
423.706055 72.445 158.8841
424.072266 72.485 161.9070
424.438477 72.718 164.8785
424.804688 72.989 167.2865
425.170898 73.387 170.5025
425.537109 73.961 171.8610
425.903320 74.272 172.7296
426.269531 74.844 173.2125
426.635742 75.382 172.4776
427.001953 75.844 171.8519
427.368164 76.177 169.9016
427.734375 76.552 167.7753
428.100586 76.987 166.9718
428.466797 77.182 164.5075
428.833008 77.378 162.1550
429.199219 77.693 160.0771
429.565430 77.862 156.9524
429.931641 77.969 154.5901
430.297852 78.158 151.7253
430.664062 78.102 149.1238
431.030273 78.133 146.9811
431.396484 78.326 143.4809
431.762695 78.158 141.0977
432.128906 78.026 138.6856
432.495117 78.022 136.6486
432.861328 77.948 134.0195
433.227539 77.914 132.3607
433.593750 77.735 129.5049
433.959961 77.721 128.2762
434.326172 77.592 126.0034
434.692383 77.376 123.6114
435.058594 77.348 121.1332
435.424805 77.026 119.7815
435.791016 76.923 117.2025
436.157227 76.589 115.8731
436.523438 76.500 114.9747
436.889648 76.398 112.8340
437.255859 76.121 112.3736
437.622070 76.010 110.4573
437.988281 75.758 109.1052
438.354492 75.676 108.0843
438.720703 75.497 105.8996
439.086914 75.346 105.2118
439.453125 75.220 103.8109
439.819336 75.037 100.7509
440.185547 74.848 99.7978
440.551758 74.685 97.0959
440.917969 74.503 95.2563
441.284180 74.282 92.3162
441.650391 73.962 90.8005
442.016602 73.402 88.4861
442.382812 73.294 86.3478
442.749023 72.918 84.1818
443.115234 72.507 82.8661
443.481445 72.128 79.9197
443.847656 71.597 78.4210
444.213867 71.493 74.5043
444.580078 70.625 71.3669
444.946289 69.984 67.3093
445.312500 69.375 64.0049
445.678711 67.888 60.3018
446.044922 67.202 58.0650
446.411133 65.099 55.2352
446.777344 64.180 52.4623
447.143555 61.637 57.6884
447.509766 60.126 48.1701
447.875977 57.376 67.8543
448.242188 51.617 63.6700
448.608398 50.766 112.3061
448.974609 51.827 156.0566
449.340820 56.763 168.6066
449.707031 59.745 -173.5749
450.073242 62.915 173.7239
450.439453 63.967 176.4729
450.805664 65.405 170.1795
451.171875 66.473 168.6363
451.538086 67.087 162.0522
451.904297 67.572 155.7456
452.270508 68.155 151.7131
452.636719 68.016 146.1853
453.002930 68.341 143.7436
453.369141 67.800 139.3248
453.735352 68.070 133.9771
454.101562 66.386 132.5075
454.467773 67.291 127.5452
454.833984 66.191 132.0877
455.200195 66.294 125.6077
455.566406 65.499 127.5005
455.932617 65.443 125.0897
456.298828 64.283 127.3691
456.665039 63.564 127.1991
457.031250 62.587 128.3066
457.397461 62.196 128.9488
457.763672 60.923 137.0586
458.129883 59.505 146.4120
458.496094 60.145 148.0137
458.862305 57.773 162.4307
459.228516 59.524 -179.9363
459.594727 58.503 -176.9748
459.960938 60.506 -168.1571
460.327148 60.846 -165.1588
460.693359 62.457 -157.1116
461.059570 63.463 -154.2309
461.425781 64.481 -147.6868
461.791992 65.951 -145.8892
462.158203 66.762 -145.2957
462.524414 67.884 -146.3024
462.890625 69.244 -146.8036
463.256836 69.842 -148.9995
463.623047 70.780 -152.2644
463.989258 71.524 -153.6856
464.355469 72.386 -156.7833
464.721680 72.740 -161.1856
465.087891 73.359 -163.3171
465.454102 74.090 -166.7901
465.820312 74.030 -171.9773
466.186523 74.651 -174.3805
466.552734 74.693 178.0245
466.918945 74.484 178.0313
467.285156 74.923 172.3373
467.651367 74.592 170.2356
468.017578 74.685 167.7556
468.383789 74.502 164.4618
468.750000 74.272 160.3547
469.116211 74.134 159.6137
469.482422 73.717 155.8795
469.848633 73.383 157.9263
470.214844 73.114 155.2411
470.581055 72.467 157.2244
470.947266 72.587 161.5881
471.313477 72.502 160.9312
471.679688 72.347 164.1000
472.045898 72.775 166.3571
472.412109 73.079 166.8020
472.778320 73.097 169.7013
473.144531 73.816 168.7575
473.510742 73.807 167.5845
473.876953 74.132 169.8078
474.243164 74.828 167.8747
474.609375 74.992 167.4924
474.975586 75.384 167.5744
475.341797 75.943 164.9575
475.708008 76.203 161.8495
476.074219 76.478 160.2798
476.440430 76.973 156.8591
476.806641 77.173 152.4045
477.172852 77.096 149.6160
477.539062 77.430 146.2897
477.905273 77.221 141.1883
478.271484 77.015 138.3218
478.637695 77.054 134.5379
479.003906 76.625 129.9500
479.370117 76.067 127.6952
479.736328 75.922 125.6131
480.102539 74.913 121.0883
480.468750 74.119 122.1008
480.834961 73.549 119.8148
481.201172 72.640 120.7042
481.567383 71.873 127.7416
481.933594 71.696 131.8448
482.299805 71.455 140.5877
482.666016 72.079 143.8916
483.032227 72.363 146.0821
483.398438 72.860 148.2667
483.764648 73.623 148.9796
484.130859 74.110 147.5815
484.497070 74.537 145.4837
484.863281 74.651 143.3778
485.229492 74.869 142.2653
485.595703 74.822 140.3411
485.961914 74.981 137.7503
486.328125 74.947 135.1397
486.694336 74.826 133.8936
487.060547 74.507 132.6979
487.426758 74.408 132.6875
487.792969 74.217 131.6079
488.159180 73.910 131.9342
488.525391 73.884 132.4395
488.891602 73.847 132.9325
489.257812 73.745 134.1322
489.624023 73.803 135.1578
489.990234 73.994 134.7310
490.356445 74.000 135.2062
490.722656 74.159 136.3034
491.088867 74.204 136.1943
491.455078 74.486 135.0923
491.821289 74.696 135.2801
492.187500 74.766 133.9294
492.553711 75.066 132.6529
492.919922 75.076 131.4042
493.286133 75.047 129.1209
493.652344 75.132 127.6180
494.018555 75.166 123.1248
494.384766 74.877 122.0502
494.750977 74.507 120.1606
495.117188 74.285 118.7131
495.483398 73.925 117.9380
495.849609 73.509 118.8218
496.215820 72.973 118.7484
496.582031 72.847 120.7518
496.948242 72.495 122.6319
497.314453 72.211 123.3221
497.680664 72.224 125.5761
498.046875 72.259 127.1693
498.413086 72.313 129.2585
498.779297 72.192 130.5869
499.145508 72.225 132.5429
499.511719 72.203 131.9933
499.877930 72.294 135.8591
500.244141 72.395 134.4347
500.610352 72.541 135.6179
500.976562 72.434 137.6654
501.342773 72.676 139.8343
501.708984 72.952 139.8543
502.075195 73.286 140.7739
502.441406 73.588 140.5395
502.807617 73.649 140.3653
503.173828 73.883 139.8242
503.540039 74.021 139.8096
503.906250 74.064 139.2869
504.272461 73.905 139.1365
504.638672 73.994 139.2139
505.004883 74.113 141.0488
505.371094 74.097 141.7999
505.737305 74.191 142.6691
506.103516 74.428 143.3919
506.469727 74.423 144.1734
506.835938 74.900 145.5408
507.202148 75.187 144.4103
507.568359 75.456 145.0667
507.934570 75.834 145.7601
508.300781 76.057 144.7236
508.666992 76.404 145.7143
509.033203 76.788 145.1092
509.399414 77.037 144.2489
509.765625 77.487 143.6062
510.131836 77.728 142.3665
510.498047 77.999 140.7989
510.864258 78.346 139.4885
511.230469 78.511 138.0019
511.596680 78.710 136.5109
511.962891 78.866 134.4026
512.329102 79.144 133.5451
512.695312 79.336 131.5620
513.061523 79.567 130.0992
513.427734 79.738 127.8656
513.793945 79.990 126.3058
514.160156 80.279 124.3749
514.526367 80.491 122.2344
514.892578 80.754 118.8203
515.258789 80.920 116.0299
515.625000 80.981 112.2379
515.991211 81.045 108.3315
516.357422 81.048 104.4608
516.723633 80.963 100.7407
517.089844 80.743 96.8729
517.456055 80.450 93.6092
517.822266 80.095 90.2218
518.188477 79.762 87.4400
518.554688 79.250 85.3127
518.920898 78.735 83.3166
519.287109 78.303 82.6530
519.653320 77.845 81.2630
520.019531 77.264 81.2766
520.385742 76.914 81.7950
520.751953 76.553 81.9261
521.118164 76.204 82.4623
521.484375 76.047 83.0340
521.850586 75.774 84.1394
522.216797 75.477 85.1907
522.583008 75.280 85.9073
522.949219 75.119 87.2946
523.315430 75.007 89.1018
523.681641 74.845 89.0056
524.047852 74.828 89.7721
524.414062 74.705 90.8226
524.780273 74.606 92.8572
525.146484 74.593 94.5031
525.512695 74.867 96.1179
525.878906 74.962 96.7799
526.245117 75.254 97.8912
526.611328 75.455 97.9713
526.977539 75.892 98.2453
527.343750 76.120 97.1220
527.709961 76.381 93.8671
528.076172 76.358 92.5503
528.442383 76.498 90.5537
528.808594 76.467 87.6757
529.174805 76.433 84.2717
529.541016 76.157 82.5910
529.907227 75.917 80.9845
530.273438 75.703 79.2204
530.639648 75.357 77.7256
531.005859 74.805 75.7807
531.372070 74.488 75.9025
531.738281 73.825 75.1754
532.104492 73.430 75.4524
532.470703 72.897 77.5511
532.836914 72.618 78.5193
533.203125 72.016 82.1646
533.569336 71.865 86.0637
533.935547 71.791 88.9221
534.301758 71.925 91.8900
534.667969 72.024 92.8318
535.034180 72.253 95.0588
535.400391 72.242 96.5873
535.766602 72.243 98.7151
536.132812 72.621 98.5237
536.499023 72.631 99.7780
536.865234 72.802 100.3689
537.231445 72.927 100.4363
537.597656 72.905 102.0568
537.963867 72.991 102.4147
538.330078 73.061 102.9753
538.696289 73.252 102.5806
539.062500 73.255 103.2950
539.428711 73.245 105.0957
539.794922 73.391 104.7810
540.161133 73.581 105.7475
540.527344 73.733 107.4019
540.893555 73.691 107.1804
541.259766 73.936 109.1573
541.625977 74.077 109.4850
541.992188 74.150 111.3905
542.358398 74.351 111.3436
542.724609 74.599 111.3399
543.090820 74.905 111.1116
543.457031 75.222 112.0054
543.823242 75.342 110.9271
544.189453 75.630 110.5439
544.555664 75.648 110.8353
544.921875 76.004 110.3913
545.288086 76.099 110.5459
545.654297 76.345 109.9968
546.020508 76.448 109.8394
546.386719 76.600 109.6604
546.752930 76.641 109.9357
547.119141 76.764 110.0138
547.485352 76.956 111.1665
547.851562 77.197 111.4698
548.217773 77.567 112.0254
548.583984 77.906 112.6519
548.950195 78.317 112.1632
549.316406 78.953 111.1913
549.682617 79.471 110.7908
550.048828 79.849 108.2570
550.415039 80.306 105.6524
550.781250 80.764 103.5135
551.147461 81.052 100.2321
551.513672 81.325 97.0982
551.879883 81.484 93.9727
552.246094 81.654 90.1254
552.612305 81.631 86.6272
552.978516 81.614 82.4353
553.344727 81.670 79.6722
553.710938 81.509 76.7839
554.077148 81.362 74.2907
554.443359 81.223 71.6527
554.809570 81.135 69.8171
555.175781 80.809 67.4864
555.541992 80.761 65.8898
555.908203 80.602 64.0292
556.274414 80.434 62.8574
556.640625 80.438 60.7831
557.006836 80.189 60.4902
557.373047 80.180 58.7505
557.739258 79.996 58.1058
558.105469 79.951 56.1922
558.471680 79.877 54.7386
558.837891 79.740 53.6495
559.204102 79.633 52.1714
559.570312 79.507 51.3045
559.936523 79.442 50.0078
560.302734 79.333 48.8883
560.668945 79.341 46.8673
561.035156 79.224 45.5464
561.401367 79.162 44.0822
561.767578 78.967 42.6595
562.133789 78.946 40.4723
562.500000 78.855 38.3351
562.866211 78.630 36.4271
563.232422 78.317 33.9348
563.598633 78.149 32.1175
563.964844 77.825 29.5039
564.331055 77.255 28.8730
564.697266 76.955 27.6131
565.063477 76.585 26.6692
565.429688 76.053 26.2190
565.795898 75.700 27.2881
566.162109 75.329 27.7064
566.528320 74.995 29.2261
566.894531 74.694 31.7425
567.260742 74.564 33.0097
567.626953 74.501 35.1811
567.993164 74.596 36.8270
568.359375 74.733 38.6057
568.725586 74.958 39.3046
569.091797 75.292 38.8254
569.458008 75.622 38.5398
569.824219 75.711 37.6413
570.190430 76.097 37.3358
570.556641 76.258 34.8483
570.922852 76.447 32.2630
571.289062 76.710 29.7831
571.655273 76.712 27.5225
572.021484 76.803 25.7118
572.387695 76.870 22.9677
572.753906 76.971 19.8590
573.120117 77.029 16.3233
573.486328 77.099 12.3487
573.852539 77.061 8.9315
574.218750 77.333 3.2348
574.584961 77.113 -1.5731
574.951172 77.010 -7.0716
575.317383 76.751 -13.4504
575.683594 76.563 -19.3536
576.049805 76.226 -27.7988
576.416016 75.573 -33.9404
576.782227 75.154 -39.9570
577.148438 74.492 -46.7172
577.514648 73.602 -53.2722
577.880859 72.650 -62.2411
578.247070 71.974 -69.4170
578.613281 70.907 -77.7872
578.979492 69.885 -86.4610
579.345703 68.806 -97.3274
579.711914 67.399 -106.7278
580.078125 66.912 -118.5962
580.444336 66.043 -128.4502
580.810547 65.878 -138.4757
581.176758 64.722 -149.4671
581.542969 64.513 -157.5278
581.909180 64.486 -166.4197
582.275391 65.422 -173.3300
582.641602 66.216 177.2573
583.007812 66.442 173.9012
583.374023 67.526 167.8153
583.740234 68.205 162.1547
584.106445 69.022 155.8942
584.472656 69.707 152.2567
584.838867 69.880 148.9816
585.205078 70.743 142.1475
585.571289 71.158 136.6582
585.937500 71.738 131.9791
586.303711 72.190 126.3764
586.669922 72.186 123.1254
587.036133 72.395 119.3779
587.402344 73.041 116.1168
587.768555 73.006 111.9294
588.134766 73.269 108.8832
588.500977 73.233 104.1908
588.867188 73.407 99.6904
589.233398 73.196 97.1231
589.599609 73.233 94.9517
589.965820 73.059 90.7214
590.332031 72.835 88.4613
590.698242 72.664 86.3777
591.064453 72.330 83.6541
591.430664 72.055 80.9992
591.796875 71.574 80.1158
592.163086 71.351 78.6470
592.529297 70.854 77.2995
592.895508 70.134 76.3334
593.261719 69.533 79.5211
593.627930 68.785 84.3006
593.994141 68.128 90.2130
594.360352 67.779 98.0324
594.726562 68.335 103.3423
595.092773 69.258 111.5064
595.458984 70.351 115.3268
595.825195 71.459 115.1683
596.191406 72.441 114.2141
596.557617 73.129 112.9630
596.923828 73.732 111.1000
597.290039 74.287 107.8853
597.656250 74.724 104.3467
598.022461 75.163 101.5259
598.388672 75.589 98.1512
598.754883 75.878 94.7372
599.121094 75.894 91.2212
599.487305 76.073 87.3348
599.853516 76.121 83.4125
600.219727 75.959 79.5542
600.585938 75.909 76.0843
600.952148 75.707 71.9158
601.318359 75.456 67.5641
601.684570 74.981 64.2408
602.050781 74.447 60.2921
602.416992 73.646 57.3015
602.783203 72.709 55.2754
603.149414 71.776 53.7585
603.515625 70.525 54.6761
603.881836 68.886 59.7449
604.248047 67.703 67.7068
604.614258 66.683 83.0477
604.980469 67.318 97.6600
605.346680 68.274 106.4621
605.712891 69.379 113.8627
606.079102 71.145 115.8322
606.445312 72.217 115.2408
606.811523 73.383 116.2000
